Name,Author,Genre,Price,Reviews,Year,User Rating
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Non Fiction,11,22641.0,2019,4.5
The Mueller Report,The Washington Post,Non Fiction,12,2744.0,2019,4.6
The Silent Patient,Alex Michaelides,Fiction,14,27536.0,2019,4.5
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Non Fiction,15,26490.0,2019,4.6
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Non Fiction,10,11550.0,2019,4.7
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,Non Fiction,10,9030.0,2019,4.7
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2019,4.9
The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,10,8842.0,2019,4.9
The Wonky Donkey,Craig Smith,Fiction,4,30183.0,2019,4.8
To Kill a Mockingbird,Harper Lee,Fiction,7,26234.0,2019,4.8
Unfreedom of the Press,Mark R. Levin,Non Fiction,11,5956.0,2019,4.9
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,Non Fiction,4,6108.0,2019,4.8
What Should Danny Do? (The Power to Choose Series),Adir Levy,Fiction,13,8170.0,2019,4.8
Where the Crawdads Sing,Delia Owens,Fiction,15,87841.0,2019,4.8
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,Fiction,8,9413.0,2019,4.9
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Non Fiction,8,14331.0,2019,4.7
A Promised Land,Barack Obama,Non Fiction,16,121109.0,2020,4.9
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,Fiction,14,66795.0,2020,4.6
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,Non Fiction,12,73216.0,2020,4.8
Becoming,Michelle Obama,Non Fiction,21,118767.0,2020,4.8
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Fiction,5,38969.0,2020,4.9
Burn After Writing,Sharon Jones,Non Fiction,7,36689.0,2020,4.6
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,Non Fiction,15,38318.0,2020,4.8
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,Fiction,5,30145.0,2020,4.9
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,Fiction,6,41021.0,2020,4.9
Educated: A Memoir,Tara Westover,Non Fiction,13,61064.0,2020,4.7
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,Non Fiction,14,19558.0,2020,4.7
Giraffes Can't Dance,Giles Andreae,Fiction,6,27722.0,2020,4.8
Greenlights,Matthew McConaughey,Non Fiction,16,52217.0,2020,4.7
How to Be an Antiracist,Ibram X. Kendi,Non Fiction,17,24386.0,2020,4.7
How to Catch a Mermaid,Adam Wallace,Fiction,5,26660.0,2020,4.8
How to Catch a Unicorn,Adam Wallace,Fiction,5,29902.0,2020,4.8
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",Non Fiction,5,19138.0,2020,4.7
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,Non Fiction,7,29913.0,2020,4.8
I Love You to the Moon and Back,Amelia Hepworth,Fiction,4,51188.0,2020,4.9
If Animals Kissed Good Night,Ann Whitford Paul,Fiction,4,63659.0,2020,4.8
Little Fires Everywhere: A Novel,Celeste Ng,Fiction,10,53363.0,2020,4.5
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,Non Fiction,13,23944.0,2020,4.8
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,Non Fiction,17,24352.0,2020,4.9
Midnight Sun,Stephenie Meyer,Fiction,14,79334.0,2020,4.8
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,19,16097.0,2020,4.8
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,Non Fiction,5,69801.0,2020,4.8
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,Non Fiction,7,17639.0,2020,4.8
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,Non Fiction,8,20182.0,2020,4.8
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,Non Fiction,10,39234.0,2020,4.8
Rage,Bob Woodward,Non Fiction,8,33469.0,2020,4.6
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Non Fiction,6,60501.0,2020,4.8
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,62463.0,2020,4.8
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,Fiction,14,43745.0,2020,4.7
The Big Book of Silly Jokes for Kids,Carole P. Roman,Non Fiction,6,18142.0,2020,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,Non Fiction,11,44642.0,2020,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,Fiction,10,93749.0,2020,4.8
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,Fiction,7,38674.0,2020,4.9
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,8,75798.0,2020,4.7
The Room Where It Happened: A White House Memoir,John Bolton,Non Fiction,13,49087.0,2020,4.3
The Silent Patient,Alex Michaelides,Fiction,20,102544.0,2020,4.5
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,Non Fiction,17,26537.0,2020,4.7
The Vanishing Half: A Novel,Brit Bennett,Fiction,13,83490.0,2020,4.4
The Very Hungry Caterpillar,Eric Carle,Fiction,5,47260.0,2020,4.9
The Wonky Donkey,Craig Smith,Fiction,5,68099.0,2020,4.8
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,Non Fiction,10,100534.0,2020,4.6
Untamed,Glennon Doyle,Non Fiction,16,49978.0,2020,4.6
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,Fiction,12,35772.0,2020,4.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,Fiction,14,20918.0,2020,4.8
Where the Crawdads Sing,Delia Owens,Fiction,12,208915.0,2020,4.8
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,Non Fiction,8,38798.0,2020,4.5
1984,George Orwell,Fiction,7,60381.0,2021,4.7
American Marxism,Mark R. Levin,Non Fiction,14,29510.0,2021,4.9
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,Non Fiction,18,7556.0,2021,4.8
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,Non Fiction,12,73216.0,2021,4.8
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,Fiction,7,12259.0,2021,4.9
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Fiction,5,38969.0,2021,4.9
Burn After Writing (Pink),Sharon Jones,Non Fiction,7,23145.0,2021,4.6
Call Us What We Carry: Poems,Amanda Gorman,Fiction,14,2873.0,2021,4.9
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,Non Fiction,15,38319.0,2021,4.8
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,Non Fiction,9,30513.0,2021,4.8
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,Fiction,7,18740.0,2021,4.9
"Dune (Dune Chronicles, Book 1)",Frank Herbert,Fiction,12,52262.0,2021,4.7
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,Fiction,20,35580.0,2021,4.7
Greenlights,Matthew McConaughey,Non Fiction,16,52217.0,2021,4.7
Grumpy Monkey,Suzanne Lang,Fiction,7,20714.0,2021,4.8
How to Catch a Mermaid,Adam Wallace,Fiction,5,26660.0,2021,4.8
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,61283.0,2021,4.7
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,Non Fiction,7,29913.0,2021,4.8
I Love You to the Moon and Back,Amelia Hepworth,Fiction,4,51188.0,2021,4.9
If Animals Kissed Good Night,Ann Whitford Paul,Fiction,4,63658.0,2021,4.8
It Ends with Us: A Novel (1),Colleen Hoover,Fiction,11,76135.0,2021,4.7
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,Non Fiction,5,69801.0,2021,4.8
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,Non Fiction,16,39852.0,2021,4.6
"Oh, the Places You'll Go!  ",Dr. Seuss,Fiction,9,35287.0,2021,4.9
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,Non Fiction,8,20182.0,2021,4.8
Peril,Bob Woodward,Non Fiction,15,16861.0,2021,4.6
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,Non Fiction,21,25374.0,2021,4.8
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Non Fiction,13,71078.0,2021,4.7
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Non Fiction,6,60501.0,2021,4.8
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,Non Fiction,10,11921.0,2021,4.7
The 48 Laws of Power,Robert Greene,Non Fiction,12,38568.0,2021,4.7
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,62463.0,2021,4.8
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Fiction,9,71252.0,2021,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,Non Fiction,11,44642.0,2021,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,Fiction,10,93749.0,2021,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,8,75798.0,2021,4.7
The Four Winds: A Novel,Kristin Hannah,Fiction,14,96810.0,2021,4.5
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,Fiction,10,14385.0,2021,4.9
The Last Thing He Told Me: A Novel,Laura Dave,Fiction,14,77903.0,2021,4.3
The Midnight Library: A Novel,Matt Haig,Fiction,13,144313.0,2021,4.3
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,Non Fiction,20,14575.0,2021,4.8
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,Fiction,9,60969.0,2021,4.6
The Song of Achilles: A Novel,Madeline Miller,Fiction,10,38186.0,2021,4.7
The Storyteller: Tales of Life and Music,Dave Grohl,Non Fiction,18,14463.0,2021,4.8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Non Fiction,14,64073.0,2021,4.6
The Very Hungry Caterpillar,Eric Carle,Fiction,5,47260.0,2021,4.9
The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,9,20920.0,2021,4.9
They Both Die at the End,Adam Silvera,Fiction,8,22602.0,2021,4.7
Untamed,Glennon Doyle,Non Fiction,16,49978.0,2021,4.6
We Were Liars,E. Lockhart,Fiction,6,34117.0,2021,4.5
Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,Non Fiction,11,29402.0,2022,4.4
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,Non Fiction,18,7556.0,2022,4.8
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,Non Fiction,12,73215.0,2022,4.8
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Fiction,5,38969.0,2022,4.9
Burn After Writing (Pink),Sharon Jones,Non Fiction,7,23146.0,2022,4.6
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,Non Fiction,13,23735.0,2022,4.8
House of Sky and Breath (Crescent City),Sarah J. Maas,Fiction,18,14327.0,2022,4.8
How to Catch a Leprechaun,Adam Wallace,Fiction,10,6020.0,2022,4.8
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,61283.0,2022,4.7
I Love You to the Moon and Back,Amelia Hepworth,Fiction,4,51188.0,2022,4.9
If Animals Kissed Good Night,Ann Whitford Paul,Fiction,4,63658.0,2022,4.8
It Ends with Us: A Novel (1),Colleen Hoover,Fiction,11,76137.0,2022,4.7
Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,Non Fiction,20,1213.0,2022,4.5
Little Blue Truck's Valentine,Alice Schertle,Fiction,11,6959.0,2022,4.9
Llama Llama I Love You,Anna Dewdney,Fiction,5,9361.0,2022,4.8
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,Fiction,14,2438.0,2022,4.7
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,Non Fiction,5,69801.0,2022,4.8
My Little Golden Book About Betty White,Deborah Hopkinson,Non Fiction,6,4910.0,2022,4.9
November 9: A Novel,Colleen Hoover,Fiction,13,17592.0,2022,4.7
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,Non Fiction,21,1685.0,2022,4.5
Rand McNally 2022 Large Scale Road Atlas,Rand McNally,Non Fiction,17,10404.0,2022,4.7
Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,Non Fiction,18,3366.0,2022,4.8
Reminders of Him: A Novel,Colleen Hoover,Fiction,13,56049.0,2022,4.7
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Non Fiction,7,71078.0,2022,4.7
"Run, Rose, Run: A Novel",James Patterson,Fiction,18,4828.0,2022,4.5
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Non Fiction,6,60501.0,2022,4.8
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,Non Fiction,23,6657.0,2022,4.8
The 48 Laws of Power,Robert Greene,Non Fiction,12,38568.0,2022,4.7
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,62462.0,2022,4.8
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Fiction,9,71252.0,2022,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,Non Fiction,11,44642.0,2022,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,Fiction,10,93749.0,2022,4.8
The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,Fiction,32,5349.0,2022,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,8,75798.0,2022,4.7
The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,Non Fiction,18,3098.0,2022,4.7
The Last Thing He Told Me: A Novel,Laura Dave,Fiction,14,77903.0,2022,4.3
The Lincoln Highway: A Novel,Amor Towles,Fiction,18,38675.0,2022,4.4
The Love Hypothesis,Ali Hazelwood,Fiction,11,24858.0,2022,4.6
The Maid: A Novel,Nita Prose,Fiction,17,17988.0,2022,4.3
The Midnight Library: A Novel,Matt Haig,Fiction,13,144314.0,2022,4.3
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,Non Fiction,20,14575.0,2022,4.8
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,Fiction,9,60969.0,2022,4.6
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Non Fiction,14,64073.0,2022,4.6
The Very Hungry Caterpillar,Eric Carle,Fiction,5,47260.0,2022,4.9
"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,Non Fiction,20,206.0,2022,4.2
The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,9,20920.0,2022,4.9
Ugly Love: A Novel,Colleen Hoover,Fiction,10,33929.0,2022,4.7
Verity,Colleen Hoover,Fiction,11,71826.0,2022,4.6
What to Expect When You're Expecting,Heidi Murkoff,Non Fiction,13,27052.0,2022,4.8
Where the Crawdads Sing,Delia Owens,Fiction,10,208917.0,2022,4.8
